"Report Date","Health District","Number of Cases","Number of Hospitalizations","Number of Deaths"
04/29/2020,Arlington,912,163,32
04/29/2020,"Central Shenandoah",710,43,13
04/29/2020,"Central Virginia",120,7,1
04/29/2020,Chesapeake,232,56,6
04/29/2020,Chesterfield,562,42,23
04/29/2020,Chickahominy,223,49,15
04/29/2020,Crater,197,53,12
04/29/2020,"Cumberland Plateau",25,1,0
04/29/2020,"Eastern Shore",265,21,4
04/29/2020,Fairfax,3501,592,128
04/29/2020,Hampton,109,28,1
04/29/2020,Henrico,846,122,98
04/29/2020,Lenowisco,40,14,2
04/29/2020,"Lord Fairfax",382,37,4
04/29/2020,Loudoun,727,87,14
04/29/2020,"Mount Rogers",75,16,4
04/29/2020,"New River",73,8,1
04/29/2020,Norfolk,192,39,3
04/29/2020,Peninsula,338,98,21
04/29/2020,Piedmont,150,19,3
04/29/2020,Pittsylvania-Danville,46,19,2
04/29/2020,Portsmouth,150,33,5
04/29/2020,"Prince William",1783,195,26
04/29/2020,Rappahannock,439,91,9
04/29/2020,"Rappahannock Rapidan",282,25,5
04/29/2020,Richmond,323,62,14
04/29/2020,Roanoke,57,5,0
04/29/2020,Southside,131,24,10
04/29/2020,"Thomas Jefferson",264,59,12
04/29/2020,"Three Rivers",218,16,2
04/29/2020,"Virginia Beach",365,76,12
04/29/2020,"West Piedmont",41,5,1
04/29/2020,"Western Tidewater",384,46,15
04/30/2020,Alexandria,754,97,21
04/30/2020,Alleghany,114,16,3
04/30/2020,Arlington,967,167,41
04/30/2020,"Central Shenandoah",749,44,13
04/30/2020,"Central Virginia",127,7,1
04/30/2020,Chesapeake,242,57,6
04/30/2020,Chesterfield,598,45,25
04/30/2020,Chickahominy,230,49,15
04/30/2020,Crater,201,54,12
04/30/2020,"Cumberland Plateau",25,1,0
04/30/2020,"Eastern Shore",328,21,4
04/30/2020,Fairfax,3664,613,138
04/30/2020,Hampton,115,28,1
04/30/2020,Henrico,876,126,100
04/30/2020,Lenowisco,40,14,2
04/30/2020,"Lord Fairfax",410,41,4
04/30/2020,Loudoun,746,90,15
04/30/2020,"Mount Rogers",78,16,4
04/30/2020,"New River",74,8,1
04/30/2020,Norfolk,198,40,3
04/30/2020,Peninsula,346,98,21
04/30/2020,Piedmont,158,21,3
04/30/2020,Pittsylvania-Danville,48,19,2
04/30/2020,Portsmouth,158,33,5
04/30/2020,"Prince William",1922,205,27
04/30/2020,Rappahannock,475,91,10
04/30/2020,"Rappahannock Rapidan",302,25,5
04/30/2020,Richmond,339,63,15
04/30/2020,Roanoke,73,5,0
04/30/2020,Southside,132,24,10
04/30/2020,"Thomas Jefferson",293,59,13
04/30/2020,"Three Rivers",225,16,2
04/30/2020,"Virginia Beach",385,77,14
04/30/2020,"West Piedmont",41,6,1
04/30/2020,"Western Tidewater",413,46,15
05/01/2020,Alexandria,802,104,24
05/01/2020,Alleghany,116,16,3
05/01/2020,Arlington,1004,169,42
05/01/2020,"Central Shenandoah",793,44,13
05/01/2020,"Central Virginia",136,7,1
05/01/2020,Chesapeake,256,60,7
05/01/2020,Chesterfield,625,52,29
05/01/2020,Chickahominy,246,51,18
05/01/2020,Crater,205,55,12
05/01/2020,"Cumberland Plateau",26,1,0
05/01/2020,"Eastern Shore",385,22,5
05/01/2020,Fairfax,3952,650,141
05/01/2020,Hampton,119,28,1
05/01/2020,Henrico,898,129,102
05/01/2020,Lenowisco,41,14,2
05/01/2020,"Lord Fairfax",446,42,4
05/01/2020,Loudoun,832,93,15
05/01/2020,"Mount Rogers",86,16,4
05/01/2020,"New River",75,10,1
05/01/2020,Norfolk,204,42,3
05/01/2020,Peninsula,352,98,23
05/01/2020,Piedmont,199,21,3
05/01/2020,Pittsylvania-Danville,48,19,2
05/01/2020,Portsmouth,170,33,7
05/01/2020,"Prince William",2071,212,31
05/01/2020,Rappahannock,506,91,11
05/01/2020,"Rappahannock Rapidan",345,26,5
05/01/2020,Richmond,364,66,15
05/01/2020,Roanoke,80,5,0
05/01/2020,Southside,135,24,10
05/01/2020,"Thomas Jefferson",298,60,13
05/01/2020,"Three Rivers",227,22,2
05/01/2020,"Virginia Beach",396,81,14
05/01/2020,"West Piedmont",41,6,1
05/01/2020,"Western Tidewater",422,47,17
05/02/2020,Alexandria,848,108,26
05/02/2020,Alleghany,117,16,3
05/02/2020,Arlington,1044,191,46
05/02/2020,"Central Shenandoah",821,46,17
05/02/2020,"Central Virginia",142,8,1
05/02/2020,Chesapeake,263,61,7
05/02/2020,Chesterfield,664,53,29
05/02/2020,Chickahominy,247,51,17
05/02/2020,Crater,212,56,12
05/02/2020,"Cumberland Plateau",27,2,0
05/02/2020,"Eastern Shore",447,22,5
05/02/2020,Fairfax,4101,693,157
05/02/2020,Hampton,122,28,1
05/02/2020,Henrico,926,135,104
05/02/2020,Lenowisco,41,14,2
05/02/2020,"Lord Fairfax",473,42,5
05/02/2020,Loudoun,881,95,16
05/02/2020,"Mount Rogers",89,16,4
05/02/2020,"New River",75,10,1
05/02/2020,Norfolk,211,42,3
05/02/2020,Peninsula,357,99,25
05/02/2020,Piedmont,246,23,3
05/02/2020,Pittsylvania-Danville,51,20,2
05/02/2020,Portsmouth,173,34,8
05/02/2020,"Prince William",2234,219,32
05/02/2020,Rappahannock,535,95,11
05/02/2020,"Rappahannock Rapidan",363,28,5
05/02/2020,Richmond,382,66,16
05/02/2020,Roanoke,80,5,0
05/02/2020,Southside,138,25,10
05/02/2020,"Thomas Jefferson",303,60,13
05/02/2020,"Three Rivers",235,22,2
05/02/2020,"Virginia Beach",413,81,15
05/02/2020,"West Piedmont",45,6,1
05/02/2020,"Western Tidewater",425,47,17
05/03/2020,Alexandria,899,109,26
05/03/2020,Alleghany,120,16,3
05/03/2020,Arlington,1106,194,46
05/03/2020,"Central Shenandoah",837,46,18
05/03/2020,"Central Virginia",146,8,1
05/03/2020,Chesapeake,279,63,9
05/03/2020,Chesterfield,673,53,30
05/03/2020,Chickahominy,258,53,19
05/03/2020,Crater,213,57,13
05/03/2020,"Cumberland Plateau",27,2,0
05/03/2020,"Eastern Shore",534,25,7
05/03/2020,Fairfax,4407,750,189
05/03/2020,Hampton,123,28,1
05/03/2020,Henrico,954,136,105
05/03/2020,Lenowisco,41,14,2
05/03/2020,"Lord Fairfax",495,42,5
05/03/2020,Loudoun,931,95,16
05/03/2020,"Mount Rogers",95,16,4
05/03/2020,"New River",75,10,1
05/03/2020,Norfolk,221,45,4
05/03/2020,Peninsula,363,99,25
05/03/2020,Piedmont,246,23,3
05/03/2020,Pittsylvania-Danville,51,20,2
05/03/2020,Portsmouth,183,35,8
05/03/2020,"Prince William",2374,241,32
05/03/2020,Rappahannock,562,96,11
05/03/2020,"Rappahannock Rapidan",382,30,5
05/03/2020,Richmond,403,72,16
05/03/2020,Roanoke,81,5,0
05/03/2020,Southside,140,25,10
05/03/2020,"Thomas Jefferson",311,60,13
05/03/2020,"Three Rivers",243,22,2
05/03/2020,"Virginia Beach",413,81,15
05/03/2020,"West Piedmont",46,6,1
05/03/2020,"Western Tidewater",439,50,18
05/04/2020,Alexandria,940,110,26
05/04/2020,Alleghany,121,16,3
05/04/2020,Arlington,1139,194,47
05/04/2020,"Central Shenandoah",861,46,18
05/04/2020,"Central Virginia",147,8,1
05/04/2020,Chesapeake,284,63,9
05/04/2020,Chesterfield,673,53,30
05/04/2020,Chickahominy,264,53,19
05/04/2020,Crater,256,59,14
05/04/2020,"Cumberland Plateau",27,2,0
05/04/2020,"Eastern Shore",564,26,7
05/04/2020,Fairfax,4684,784,204
05/04/2020,Hampton,128,28,1
05/04/2020,Henrico,964,137,105
05/04/2020,Lenowisco,41,14,2
05/04/2020,"Lord Fairfax",511,42,5
05/04/2020,Loudoun,961,96,18
05/04/2020,"Mount Rogers",114,16,4
05/04/2020,"New River",78,10,1
05/04/2020,Norfolk,239,45,4
05/04/2020,Peninsula,375,102,25
05/04/2020,Piedmont,248,23,3
05/04/2020,Pittsylvania-Danville,52,20,2
05/04/2020,Portsmouth,183,35,8
05/04/2020,"Prince William",2507,266,35
05/04/2020,Rappahannock,595,96,11
05/04/2020,"Rappahannock Rapidan",397,32,7
05/04/2020,Richmond,419,72,16
05/04/2020,Roanoke,81,5,0
05/04/2020,Southside,140,25,10
05/04/2020,"Thomas Jefferson",319,60,13
05/04/2020,"Three Rivers",256,23,2
05/04/2020,"Virginia Beach",439,83,15
05/04/2020,"West Piedmont",46,6,1
05/04/2020,"Western Tidewater",439,50,18
05/05/2020,Alexandria,983,120,26
05/05/2020,Alleghany,127,16,3
05/05/2020,Arlington,1169,196,49
05/05/2020,"Central Shenandoah",904,50,21
05/05/2020,"Central Virginia",150,8,1
05/05/2020,Chesapeake,293,65,9
05/05/2020,Chesterfield,719,58,31
05/05/2020,Chickahominy,268,58,20
05/05/2020,Crater,259,59,14
05/05/2020,"Cumberland Plateau",27,2,0
05/05/2020,"Eastern Shore",569,26,8
05/05/2020,Fairfax,4903,800,207
05/05/2020,Hampton,128,28,3
05/05/2020,Henrico,985,139,106
05/05/2020,Lenowisco,41,14,2
05/05/2020,"Lord Fairfax",546,44,9
05/05/2020,Loudoun,998,100,24
05/05/2020,"Mount Rogers",116,16,4
05/05/2020,"New River",80,12,1
05/05/2020,Norfolk,251,46,4
05/05/2020,Peninsula,381,102,26
05/05/2020,Piedmont,288,24,3
05/05/2020,Pittsylvania-Danville,53,20,2
05/05/2020,Portsmouth,187,36,8
05/05/2020,"Prince William",2608,269,36
05/05/2020,Rappahannock,629,99,11
05/05/2020,"Rappahannock Rapidan",412,34,7
05/05/2020,Richmond,438,76,16
05/05/2020,Roanoke,82,5,0
05/05/2020,Southside,139,25,10
05/05/2020,"Thomas Jefferson",322,61,13
05/05/2020,"Three Rivers",254,24,3
05/05/2020,"Virginia Beach",445,83,15
05/05/2020,"West Piedmont",46,6,1
05/05/2020,"Western Tidewater",456,52,20
05/07/2020,Alexandria,1060,127,29
05/07/2020,Alleghany,129,16,3
05/07/2020,Arlington,1248,222,52
05/07/2020,"Central Shenandoah",974,56,22
05/07/2020,"Central Virginia",154,11,2
05/07/2020,Chesapeake,311,68,9
05/07/2020,Chesterfield,788,61,32
05/07/2020,Chickahominy,278,62,22
05/07/2020,Crater,268,63,14
05/07/2020,"Cumberland Plateau",28,2,0
05/07/2020,"Eastern Shore",612,29,10
05/07/2020,Fairfax,5116,846,218
05/07/2020,Hampton,131,28,3
05/07/2020,Henrico,1025,146,109
05/07/2020,Lenowisco,41,14,2
05/07/2020,"Lord Fairfax",634,54,15
05/07/2020,Loudoun,1043,105,26
05/07/2020,"Mount Rogers",130,16,4
05/07/2020,"New River",80,12,1
05/07/2020,Norfolk,270,48,5
05/07/2020,Peninsula,391,105,28
05/07/2020,Piedmont,346,26,3
05/07/2020,Pittsylvania-Danville,55,20,2
05/07/2020,Portsmouth,193,37,8
05/07/2020,"Prince William",2836,297,42
05/07/2020,Rappahannock,690,107,11
05/07/2020,"Rappahannock Rapidan",434,36,9
05/07/2020,Richmond,473,81,17
05/07/2020,Roanoke,88,6,1
05/07/2020,Southside,144,26,10
05/07/2020,"Thomas Jefferson",328,60,13
05/07/2020,"Three Rivers",306,25,5
05/07/2020,"Virginia Beach",454,83,17
05/07/2020,"West Piedmont",50,7,1
05/07/2020,"Western Tidewater",462,53,24
05/08/2020,Alexandria,1110,129,29
05/08/2020,Alleghany,132,17,3
05/08/2020,Arlington,1281,227,57
05/08/2020,"Central Shenandoah",1007,57,23
05/08/2020,"Central Virginia",154,12,2
05/08/2020,Chesapeake,316,68,9
05/08/2020,Chesterfield,824,64,32
05/08/2020,Chickahominy,281,62,22
05/08/2020,Crater,268,63,14
05/08/2020,"Cumberland Plateau",28,2,0
05/08/2020,"Eastern Shore",612,31,12
05/08/2020,Fairfax,5414,896,234
05/08/2020,Hampton,135,28,3
05/08/2020,Henrico,1032,148,110
05/08/2020,Lenowisco,41,14,3
05/08/2020,"Lord Fairfax",664,55,17
05/08/2020,Loudoun,1070,109,29
05/08/2020,"Mount Rogers",133,16,4
05/08/2020,"New River",80,12,1
05/08/2020,Norfolk,274,50,5
05/08/2020,Peninsula,407,105,29
05/08/2020,Piedmont,350,28,4
05/08/2020,Pittsylvania-Danville,56,21,2
05/08/2020,Portsmouth,194,37,8
05/08/2020,"Prince William",2943,307,50
05/08/2020,Rappahannock,707,111,11
05/08/2020,"Rappahannock Rapidan",461,38,9
05/08/2020,Richmond,494,85,18
05/08/2020,Roanoke,91,6,1
05/08/2020,Southside,148,27,10
05/08/2020,"Thomas Jefferson",337,61,13
05/08/2020,"Three Rivers",311,28,6
05/08/2020,"Virginia Beach",469,84,17
05/08/2020,"West Piedmont",52,7,1
05/08/2020,"Western Tidewater",466,54,24
05/09/2020,Alexandria,1142,139,30
05/09/2020,Alleghany,133,19,3
05/09/2020,Arlington,1332,260,60
05/09/2020,"Central Shenandoah",1040,60,23
05/09/2020,"Central Virginia",156,13,2
05/09/2020,Chesapeake,325,68,9
05/09/2020,Chesterfield,848,66,32
05/09/2020,Chickahominy,291,65,23
05/09/2020,Crater,269,63,14
05/09/2020,"Cumberland Plateau",28,2,0
05/09/2020,"Eastern Shore",655,32,12
05/09/2020,Fairfax,5686,917,237
05/09/2020,Hampton,138,29,3
05/09/2020,Henrico,1054,150,109
05/09/2020,Lenowisco,41,14,3
05/09/2020,"Lord Fairfax",694,62,21
05/09/2020,Loudoun,1127,109,30
05/09/2020,"Mount Rogers",137,16,4
05/09/2020,"New River",87,12,1
05/09/2020,Norfolk,290,50,5
05/09/2020,Peninsula,414,106,29
05/09/2020,Piedmont,374,29,4
05/09/2020,Pittsylvania-Danville,56,21,2
05/09/2020,Portsmouth,202,38,8
05/09/2020,"Prince William",3022,311,51
05/09/2020,Rappahannock,727,114,12
05/09/2020,"Rappahannock Rapidan",492,38,10
05/09/2020,Richmond,512,89,18
05/09/2020,Roanoke,93,6,1
05/09/2020,Southside,157,28,10
05/09/2020,"Thomas Jefferson",343,62,13
05/09/2020,"Three Rivers",320,28,6
05/09/2020,"Virginia Beach",478,85,17
05/09/2020,"West Piedmont",54,8,1
05/09/2020,"Western Tidewater",479,55,24
05/10/2020,Alexandria,1193,139,30
05/10/2020,Alleghany,133,19,3
05/10/2020,Arlington,1368,260,61
05/10/2020,"Central Shenandoah",1046,60,24
05/10/2020,"Central Virginia",156,13,2
05/10/2020,Chesapeake,328,68,9
05/10/2020,Chesterfield,871,66,32
05/10/2020,Chickahominy,298,65,23
05/10/2020,Crater,285,66,14
05/10/2020,"Cumberland Plateau",29,2,0
05/10/2020,"Eastern Shore",671,32,12
05/10/2020,Fairfax,5968,938,246
05/10/2020,Hampton,144,29,3
05/10/2020,Henrico,1067,152,109
05/10/2020,Lenowisco,41,14,3
05/10/2020,"Lord Fairfax",704,62,21
05/10/2020,Loudoun,1159,115,30
05/10/2020,"Mount Rogers",168,17,4
05/10/2020,"New River",88,12,1
05/10/2020,Norfolk,304,50,5
05/10/2020,Peninsula,434,106,29
05/10/2020,Piedmont,373,29,4
05/10/2020,Pittsylvania-Danville,55,21,2
05/10/2020,Portsmouth,202,38,8
05/10/2020,"Prince William",3241,318,52
05/10/2020,Rappahannock,762,116,12
05/10/2020,"Rappahannock Rapidan",511,41,10
05/10/2020,Richmond,530,90,18
05/10/2020,Roanoke,93,6,1
05/10/2020,Southside,162,29,10
05/10/2020,"Thomas Jefferson",345,62,13
05/10/2020,"Three Rivers",324,28,6
05/10/2020,"Virginia Beach",491,85,17
05/10/2020,"West Piedmont",55,8,1
05/10/2020,"Western Tidewater",482,55,24
05/11/2020,Alexandria,1224,139,30
05/11/2020,Alleghany,152,22,3
05/11/2020,Arlington,1399,286,60
05/11/2020,"Central Shenandoah",1070,61,24
05/11/2020,"Central Virginia",158,13,2
05/11/2020,Chesapeake,340,70,9
05/11/2020,Chesterfield,873,66,32
05/11/2020,Chickahominy,299,65,23
05/11/2020,Crater,295,69,14
05/11/2020,"Cumberland Plateau",29,2,0
05/11/2020,"Eastern Shore",694,32,12
05/11/2020,Fairfax,6276,961,250
05/11/2020,Hampton,146,29,3
05/11/2020,Henrico,1083,152,110
05/11/2020,Lenowisco,41,14,3
05/11/2020,"Lord Fairfax",713,62,21
05/11/2020,Loudoun,1195,116,30
05/11/2020,"Mount Rogers",182,17,4
05/11/2020,"New River",89,12,1
05/11/2020,Norfolk,308,50,5
05/11/2020,Peninsula,443,108,30
05/11/2020,Piedmont,373,29,4
05/11/2020,Pittsylvania-Danville,56,21,2
05/11/2020,Portsmouth,208,38,8
05/11/2020,"Prince William",3554,339,58
05/11/2020,Rappahannock,782,118,12
05/11/2020,"Rappahannock Rapidan",534,43,10
05/11/2020,Richmond,546,92,18
05/11/2020,Roanoke,106,7,1
05/11/2020,Southside,175,29,10
05/11/2020,"Thomas Jefferson",351,62,13
05/11/2020,"Three Rivers",327,28,6
05/11/2020,"Virginia Beach",505,85,17
05/11/2020,"West Piedmont",59,8,1
05/11/2020,"Western Tidewater",485,55,24
05/12/2020,Alexandria,1240,145,30
05/12/2020,Alleghany,152,22,3
05/12/2020,Arlington,1416,288,66
05/12/2020,"Central Shenandoah",1075,67,24
05/12/2020,"Central Virginia",160,14,2
05/12/2020,Chesapeake,343,70,9
05/12/2020,Chesterfield,925,69,34
05/12/2020,Chickahominy,303,67,24
05/12/2020,Crater,313,72,14
05/12/2020,"Cumberland Plateau",29,2,0
05/12/2020,"Eastern Shore",701,32,12
05/12/2020,Fairfax,6547,987,260
05/12/2020,Hampton,147,29,3
05/12/2020,Henrico,1106,157,112
05/12/2020,Lenowisco,41,14,3
05/12/2020,"Lord Fairfax",736,64,23
05/12/2020,Loudoun,1210,119,35
05/12/2020,"Mount Rogers",184,17,4
05/12/2020,"New River",89,12,1
05/12/2020,Norfolk,319,52,5
05/12/2020,Peninsula,448,108,30
05/12/2020,Piedmont,433,35,5
05/12/2020,Pittsylvania-Danville,58,21,2
05/12/2020,Portsmouth,210,38,9
05/12/2020,"Prince William",3647,357,64
05/12/2020,Rappahannock,805,119,14
05/12/2020,"Rappahannock Rapidan",550,46,11
05/12/2020,Richmond,565,96,18
05/12/2020,Roanoke,108,7,1
05/12/2020,Southside,182,29,10
05/12/2020,"Thomas Jefferson",354,63,13
05/12/2020,"Three Rivers",344,28,5
05/12/2020,"Virginia Beach",509,85,18
05/12/2020,"West Piedmont",62,9,1
05/12/2020,"Western Tidewater",489,55,26
05/13/2020,Alexandria,1305,148,31
05/13/2020,Alleghany,153,23,3
05/13/2020,Arlington,1460,300,69
05/13/2020,"Central Shenandoah",1114,74,24
05/13/2020,"Central Virginia",167,15,2
05/13/2020,Chesapeake,354,75,9
05/13/2020,Chesterfield,955,70,36
05/13/2020,Chickahominy,314,69,24
05/13/2020,Crater,317,72,14
05/13/2020,"Cumberland Plateau",28,2,0
05/13/2020,"Eastern Shore",719,34,12
05/13/2020,Fairfax,6748,1014,269
05/13/2020,Hampton,148,29,3
05/13/2020,Henrico,1146,166,112
05/13/2020,Lenowisco,42,15,4
05/13/2020,"Lord Fairfax",770,72,28
05/13/2020,Loudoun,1283,129,38
05/13/2020,"Mount Rogers",203,17,4
05/13/2020,"New River",87,12,1
05/13/2020,Norfolk,327,52,5
05/13/2020,Peninsula,454,108,30
05/13/2020,Piedmont,482,36,5
05/13/2020,Pittsylvania-Danville,58,21,2
05/13/2020,Portsmouth,213,39,9
05/13/2020,"Prince William",3792,376,72
05/13/2020,Rappahannock,838,122,14
05/13/2020,"Rappahannock Rapidan",592,48,11
05/13/2020,Richmond,592,102,18
05/13/2020,Roanoke,116,7,1
05/13/2020,Southside,183,29,13
05/13/2020,"Thomas Jefferson",360,65,13
05/13/2020,"Three Rivers",350,28,5
05/13/2020,"Virginia Beach",519,85,18
05/13/2020,"West Piedmont",66,10,1
05/13/2020,"Western Tidewater",491,56,27
05/14/2020,Alexandria,1349,152,32
05/14/2020,Alleghany,157,23,4
05/14/2020,Arlington,1499,305,70
05/14/2020,"Central Shenandoah",1136,78,24
05/14/2020,"Central Virginia",169,15,3
05/14/2020,Chesapeake,362,76,9
05/14/2020,Chesterfield,1005,70,36
05/14/2020,Chickahominy,333,71,26
05/14/2020,Crater,344,76,14
05/14/2020,"Cumberland Plateau",28,2,0
05/14/2020,"Eastern Shore",777,38,14
05/14/2020,Fairfax,7035,1034,274
05/14/2020,Hampton,156,29,3
05/14/2020,Henrico,1174,168,112
05/14/2020,Lenowisco,42,15,4
05/14/2020,"Lord Fairfax",793,74,31
05/14/2020,Loudoun,1339,131,44
05/14/2020,"Mount Rogers",205,17,4
05/14/2020,"New River",88,12,1
05/14/2020,Norfolk,338,56,5
05/14/2020,Peninsula,463,108,30
05/14/2020,Piedmont,486,36,5
05/14/2020,Pittsylvania-Danville,60,21,2
05/14/2020,Portsmouth,217,39,9
05/14/2020,"Prince William",4036,385,74
05/14/2020,Rappahannock,873,123,14
05/14/2020,"Rappahannock Rapidan",612,52,11
05/14/2020,Richmond,611,102,18
05/14/2020,Roanoke,120,7,1
05/14/2020,Southside,193,30,13
05/14/2020,"Thomas Jefferson",364,65,13
05/14/2020,"Three Rivers",359,29,6
05/14/2020,"Virginia Beach",528,86,19
05/14/2020,"West Piedmont",67,10,2
05/14/2020,"Western Tidewater",495,57,28
05/15/2020,Alexandria,1396,159,32
05/15/2020,Alleghany,157,23,4
05/15/2020,Arlington,1534,306,71
05/15/2020,"Central Shenandoah",1163,82,24
05/15/2020,"Central Virginia",171,16,3
05/15/2020,Chesapeake,379,76,10
05/15/2020,Chesterfield,1043,72,36
05/15/2020,Chickahominy,342,71,26
05/15/2020,Crater,365,76,14
05/15/2020,"Cumberland Plateau",28,2,0
05/15/2020,"Eastern Shore",841,41,16
05/15/2020,Fairfax,7245,1050,280
05/15/2020,Hampton,158,29,3
05/15/2020,Henrico,1198,169,113
05/15/2020,Lenowisco,42,15,4
05/15/2020,"Lord Fairfax",815,75,32
05/15/2020,Loudoun,1374,134,48
05/15/2020,"Mount Rogers",209,17,4
05/15/2020,"New River",88,12,1
05/15/2020,Norfolk,349,56,5
05/15/2020,Peninsula,474,111,31
05/15/2020,Piedmont,507,37,5
05/15/2020,Pittsylvania-Danville,61,22,2
05/15/2020,Portsmouth,219,39,10
05/15/2020,"Prince William",4130,398,75
05/15/2020,Rappahannock,902,123,14
05/15/2020,"Rappahannock Rapidan",633,53,11
05/15/2020,Richmond,665,105,18
05/15/2020,Roanoke,120,7,1
05/15/2020,Southside,199,33,16
05/15/2020,"Thomas Jefferson",370,65,13
05/15/2020,"Three Rivers",359,30,6
05/15/2020,"Virginia Beach",535,86,19
05/15/2020,"West Piedmont",69,10,2
05/15/2020,"Western Tidewater",532,57,28
05/16/2020,Alexandria,1460,158,34
05/16/2020,Alleghany,158,23,6
05/16/2020,Arlington,1560,317,74
05/16/2020,"Central Shenandoah",1181,86,24
05/16/2020,"Central Virginia",173,16,3
05/16/2020,Chesapeake,380,76,10
05/16/2020,Chesterfield,1078,72,36
05/16/2020,Chickahominy,350,73,26
05/16/2020,Crater,378,77,14
05/16/2020,"Cumberland Plateau",30,2,0
05/16/2020,"Eastern Shore",864,43,17
05/16/2020,Fairfax,7475,1076,285
05/16/2020,Hampton,158,30,3
05/16/2020,Henrico,1226,170,113
05/16/2020,Lenowisco,42,15,4
05/16/2020,"Lord Fairfax",859,75,33
05/16/2020,Loudoun,1430,137,48
05/16/2020,"Mount Rogers",225,17,4
05/16/2020,"New River",88,12,1
05/16/2020,Norfolk,350,56,5
05/16/2020,Peninsula,478,112,31
05/16/2020,Piedmont,559,38,5
05/16/2020,Pittsylvania-Danville,67,23,2
05/16/2020,Portsmouth,222,39,10
05/16/2020,"Prince William",4320,405,77
05/16/2020,Rappahannock,940,123,14
05/16/2020,"Rappahannock Rapidan",665,53,11
05/16/2020,Richmond,741,109,18
05/16/2020,Roanoke,120,7,8
05/16/2020,Southside,211,34,17
05/16/2020,"Thomas Jefferson",378,65,13
05/16/2020,"Three Rivers",367,30,6
05/16/2020,"Virginia Beach",539,86,19
05/16/2020,"West Piedmont",74,12,3
05/16/2020,"Western Tidewater",537,57,28
05/17/2020,Alexandria,1476,159,34
05/17/2020,Alleghany,161,23,6
05/17/2020,Arlington,1590,318,75
05/17/2020,"Central Shenandoah",1188,88,24
05/17/2020,"Central Virginia",174,16,3
05/17/2020,Chesapeake,384,77,10
05/17/2020,Chesterfield,1088,72,36
05/17/2020,Chickahominy,355,74,26
05/17/2020,Crater,382,77,14
05/17/2020,"Cumberland Plateau",30,2,0
05/17/2020,"Eastern Shore",886,44,18
05/17/2020,Fairfax,7734,1099,289
05/17/2020,Hampton,161,30,3
05/17/2020,Henrico,1252,171,113
05/17/2020,Lenowisco,42,15,4
05/17/2020,"Lord Fairfax",873,75,33
05/17/2020,Loudoun,1446,139,48
05/17/2020,"Mount Rogers",232,17,4
05/17/2020,"New River",88,12,1
05/17/2020,Norfolk,350,56,5
05/17/2020,Peninsula,491,112,31
05/17/2020,Piedmont,559,38,5
05/17/2020,Pittsylvania-Danville,68,23,2
05/17/2020,Portsmouth,225,39,10
05/17/2020,"Prince William",4447,417,78
05/17/2020,Rappahannock,962,124,14
05/17/2020,"Rappahannock Rapidan",679,56,11
05/17/2020,Richmond,758,110,18
05/17/2020,Roanoke,120,7,8
05/17/2020,Southside,214,34,17
05/17/2020,"Thomas Jefferson",380,65,13
05/17/2020,"Three Rivers",425,30,6
05/17/2020,"Virginia Beach",548,86,19
05/17/2020,"West Piedmont",77,13,3
05/17/2020,"Western Tidewater",543,57,28
05/18/2020,Alexandria,1510,162,34
05/18/2020,Alleghany,164,23,6
05/18/2020,Arlington,1638,323,77
05/18/2020,"Central Shenandoah",1200,89,24
05/18/2020,"Central Virginia",178,16,3
05/18/2020,Chesapeake,387,78,10
05/18/2020,Chesterfield,1102,72,36
05/18/2020,Chickahominy,362,74,26
05/18/2020,Crater,405,77,14
05/18/2020,"Cumberland Plateau",30,2,0
05/18/2020,"Eastern Shore",888,44,18
05/18/2020,Fairfax,7934,1115,291
05/18/2020,Hampton,163,30,3
05/18/2020,Henrico,1272,171,113
05/18/2020,Lenowisco,42,15,4
05/18/2020,"Lord Fairfax",898,80,34
05/18/2020,Loudoun,1486,139,48
05/18/2020,"Mount Rogers",235,17,4
05/18/2020,"New River",88,12,1
05/18/2020,Norfolk,361,56,5
05/18/2020,Peninsula,506,112,31
05/18/2020,Piedmont,576,38,5
05/18/2020,Pittsylvania-Danville,68,23,2
05/18/2020,Portsmouth,228,39,10
05/18/2020,"Prince William",4585,427,78
05/18/2020,Rappahannock,989,124,14
05/18/2020,"Rappahannock Rapidan",707,56,11
05/18/2020,Richmond,779,115,18
05/18/2020,Roanoke,128,7,8
05/18/2020,Southside,216,34,17
05/18/2020,"Thomas Jefferson",384,66,13
05/18/2020,"Three Rivers",428,30,6
05/18/2020,"Virginia Beach",557,86,19
05/18/2020,"West Piedmont",89,13,3
05/18/2020,"Western Tidewater",557,57,28
