"Report Date","Week End Date","Geography Type","Geography Name","Facility Type","Count of CLI Visits","Count of ED Visits","Count of UC Visits","Percent of CLI Visits","Count of CLI Hospitalizations","Percent of  CLI Hospitalizations"
08/03/2020,07/18/2020,"Health Region","Eastern Region","Emergency Department",1739,16986,0,10,325,19
08/03/2020,07/11/2020,"Health Region","Central Region","Urgent Care",1875,0,6781,28,0,0
08/03/2020,07/25/2020,"Health Region","Eastern Region","Urgent Care",1480,0,8747,17,0,0
08/03/2020,04/25/2020,"Health Region","Northwest Region","Emergency Department",565,6586,0,9,151,27
08/03/2020,05/02/2020,"Health Region","Northwest Region","Urgent Care",211,0,1636,13,0,0
08/03/2020,04/25/2020,"Health Region","Northern Region","Emergency Department",1386,7198,0,19,109,8
08/03/2020,03/07/2020,"Health Region","Eastern Region","Urgent Care",980,0,12703,8,0,0
08/03/2020,07/11/2020,"Health Region","Northern Region","Urgent Care",2299,0,7177,32,0,0
08/03/2020,06/27/2020,"Health Region","Northwest Region","Emergency Department",367,8301,0,4,120,33
08/03/2020,04/25/2020,"Health Region","Southwest Region","Emergency Department",385,6518,0,6,167,43
08/03/2020,04/11/2020,"Health Region","Eastern Region","Emergency Department",864,9647,0,9,218,25
08/03/2020,04/04/2020,"Health Region","Central Region","Urgent Care",93,0,3003,3,0,0
08/03/2020,05/09/2020,"Health Region","Eastern Region","Urgent Care",808,0,5829,14,0,0
08/03/2020,06/27/2020,"Health Region","Northern Region","Emergency Department",526,8847,0,6,74,14
08/03/2020,04/18/2020,"Health Region","Northwest Region","Urgent Care",105,0,1415,7,0,0
08/03/2020,07/11/2020,"Health Region","Southwest Region","Emergency Department",594,9969,0,6,165,28
08/03/2020,06/13/2020,"Health Region","Eastern Region","Emergency Department",484,13427,0,4,195,40
08/03/2020,08/01/2020,"Health Region","Eastern Region","Emergency Department",1674,15673,0,11,318,19
08/03/2020,05/23/2020,"Health Region","Southwest Region","Emergency Department",321,7872,0,4,144,45
08/03/2020,07/11/2020,"Health Region","Northwest Region","Emergency Department",474,8815,0,5,148,31
08/03/2020,05/09/2020,"Health Region","Central Region","Urgent Care",1035,0,4505,23,0,0
08/03/2020,03/21/2020,"Health Region","Southwest Region","Emergency Department",849,9056,0,9,181,21
08/03/2020,05/09/2020,"Health Region","Southwest Region","Emergency Department",392,7253,0,5,178,45
08/03/2020,06/27/2020,"Health Region","Southwest Region","Emergency Department",477,9461,0,5,158,33
08/03/2020,03/07/2020,"Health Region","Central Region","Urgent Care",398,0,7414,5,0,0
08/03/2020,04/11/2020,"Health Region","Northern Region","Urgent Care",379,0,2985,13,0,0
08/03/2020,06/13/2020,"Health Region","Southwest Region","Urgent Care",37,0,1694,2,0,0
08/03/2020,07/25/2020,"Health Region","Southwest Region","Emergency Department",581,9368,0,6,136,23
08/03/2020,05/30/2020,"Health Region","Eastern Region","Emergency Department",526,12296,0,4,185,35
08/03/2020,03/07/2020,"Health Region","Central Region","Emergency Department",709,15695,0,5,206,29
08/03/2020,03/07/2020,"Health Region","Northwest Region","Emergency Department",595,11247,0,5,145,24
08/03/2020,05/23/2020,"Health Region","Central Region","Emergency Department",816,10003,0,8,337,41
08/03/2020,06/13/2020,"Health Region","Northern Region","Emergency Department",608,8481,0,7,86,14
08/03/2020,03/21/2020,"Health Region","Central Region","Urgent Care",329,0,4706,7,0,0
08/03/2020,04/11/2020,"Health Region","Northern Region","Emergency Department",1118,6592,0,17,101,9
08/03/2020,06/27/2020,"Health Region","Northern Region","Urgent Care",2262,0,6400,35,0,0
08/03/2020,03/28/2020,"Health Region","Eastern Region","Emergency Department",1301,12114,0,11,259,20
08/03/2020,03/21/2020,"Health Region","Eastern Region","Urgent Care",660,0,8081,8,0,0
08/03/2020,05/09/2020,"Health Region","Northwest Region","Emergency Department",617,6781,0,9,160,26
08/03/2020,06/20/2020,"Health Region","Northwest Region","Urgent Care",324,0,2496,13,0,0
08/03/2020,03/07/2020,"Health Region","Southwest Region","Emergency Department",643,11799,0,5,180,28
08/03/2020,05/23/2020,"Health Region","Central Region","Urgent Care",1717,0,5535,31,0,0
08/03/2020,07/25/2020,"Health Region","Central Region","Emergency Department",891,11898,0,7,263,30
08/03/2020,03/21/2020,"Health Region","Central Region","Emergency Department",1353,12501,0,11,217,16
08/03/2020,06/06/2020,"Health Region","Central Region","Urgent Care",1889,0,6009,31,0,0
08/03/2020,07/11/2020,"Health Region","Eastern Region","Urgent Care",2680,0,10348,26,0,0
08/03/2020,05/09/2020,"Health Region","Central Region","Emergency Department",733,9092,0,8,353,48
08/03/2020,07/25/2020,"Health Region","Central Region","Urgent Care",1114,0,5977,19,0,0
08/03/2020,05/23/2020,"Health Region","Eastern Region","Urgent Care",1176,0,6612,18,0,0
08/03/2020,05/16/2020,"Health Region","Eastern Region","Emergency Department",567,11306,0,5,203,36
08/03/2020,04/25/2020,"Health Region","Northern Region","Urgent Care",529,0,3121,17,0,0
08/03/2020,06/13/2020,"Health Region","Northern Region","Urgent Care",2183,0,6316,35,0,0
08/03/2020,07/18/2020,"Health Region","Northwest Region","Urgent Care",516,0,2940,18,0,0
08/03/2020,04/11/2020,"Health Region","Southwest Region","Urgent Care",60,0,852,7,0,0
08/03/2020,03/28/2020,"Health Region","Northern Region","Emergency Department",1129,7966,0,14,94,8
08/03/2020,06/27/2020,"Health Region","Southwest Region","Urgent Care",111,0,2085,5,0,0
08/03/2020,07/04/2020,"Health Region","Northwest Region","Urgent Care",364,0,2707,13,0,0
08/03/2020,07/11/2020,"Health Region","Central Region","Emergency Department",873,12365,0,7,285,33
08/03/2020,03/14/2020,"Health Region","Eastern Region","Emergency Department",1356,18861,0,7,238,18
08/03/2020,04/25/2020,"Health Region","Southwest Region","Urgent Care",36,0,782,5,0,0
08/03/2020,08/01/2020,"Health Region","Northern Region","Emergency Department",600,9177,0,7,73,12
08/03/2020,05/30/2020,"Health Region","Northern Region","Urgent Care",2374,0,5864,40,0,0
08/03/2020,04/25/2020,"Health Region","Central Region","Emergency Department",555,7997,0,7,211,38
08/03/2020,03/14/2020,"Health Region","Northern Region","Urgent Care",629,0,8753,7,0,0
08/03/2020,08/01/2020,"Health Region","Southwest Region","Emergency Department",629,9620,0,7,159,25
08/03/2020,06/13/2020,"Health Region","Northwest Region","Urgent Care",367,0,2473,15,0,0
08/03/2020,05/30/2020,"Health Region","Northern Region","Emergency Department",999,8397,0,12,108,11
08/03/2020,07/11/2020,"Health Region","Southwest Region","Urgent Care",147,0,2499,6,0,0
08/03/2020,05/30/2020,"Health Region","Central Region","Emergency Department",840,10301,0,8,330,39
08/03/2020,04/11/2020,"Health Region","Central Region","Emergency Department",779,7802,0,10,307,39
08/03/2020,06/27/2020,"Health Region","Central Region","Urgent Care",1760,0,6131,29,0,0
08/03/2020,06/13/2020,"Health Region","Eastern Region","Urgent Care",1090,0,7462,15,0,0
08/03/2020,03/28/2020,"Health Region","Central Region","Emergency Department",1063,9787,0,11,253,24
08/03/2020,07/25/2020,"Health Region","Southwest Region","Urgent Care",215,0,2927,7,0,0
08/03/2020,04/25/2020,"Health Region","Central Region","Urgent Care",736,0,3692,20,0,0
08/03/2020,06/13/2020,"Health Region","Central Region","Urgent Care",1793,0,6315,28,0,0
08/03/2020,04/11/2020,"Health Region","Eastern Region","Urgent Care",170,0,4660,4,0,0
08/03/2020,03/28/2020,"Health Region","Southwest Region","Emergency Department",706,7355,0,10,177,25
08/03/2020,06/13/2020,"Health Region","Central Region","Emergency Department",681,11146,0,6,260,38
08/03/2020,03/14/2020,"Health Region","Northwest Region","Urgent Care",299,0,3805,8,0,0
08/03/2020,04/11/2020,"Health Region","Central Region","Urgent Care",100,0,2892,3,0,0
08/03/2020,04/18/2020,"Health Region","Eastern Region","Emergency Department",694,9487,0,7,222,32
08/03/2020,07/04/2020,"Health Region","Northern Region","Emergency Department",555,9028,0,6,59,11
08/03/2020,04/25/2020,"Health Region","Eastern Region","Urgent Care",304,0,4938,6,0,0
08/03/2020,06/13/2020,"Health Region","Southwest Region","Emergency Department",322,9113,0,4,139,43
08/03/2020,07/18/2020,"Health Region","Northern Region","Emergency Department",591,9099,0,6,76,13
08/03/2020,05/23/2020,"Health Region","Southwest Region","Urgent Care",27,0,1013,3,0,0
08/03/2020,06/27/2020,"Health Region","Eastern Region","Urgent Care",1531,0,7760,20,0,0
08/03/2020,03/28/2020,"Health Region","Northwest Region","Emergency Department",756,7024,0,11,150,20
08/03/2020,08/01/2020,"Health Region","Northwest Region","Urgent Care",312,0,2730,11,0,0
08/03/2020,04/11/2020,"Health Region","Northwest Region","Emergency Department",600,6025,0,10,168,28
08/03/2020,05/30/2020,"Health Region","Northwest Region","Emergency Department",531,7778,0,7,144,27
08/03/2020,03/28/2020,"Health Region","Northern Region","Urgent Care",316,0,3692,9,0,0
08/03/2020,05/16/2020,"Health Region","Northern Region","Urgent Care",1619,0,4468,36,0,0
08/03/2020,07/04/2020,"Health Region","Eastern Region","Emergency Department",1011,14861,0,7,234,23
08/03/2020,04/11/2020,"Health Region","Southwest Region","Emergency Department",460,6244,0,7,160,35
08/03/2020,05/30/2020,"Health Region","Southwest Region","Emergency Department",314,8593,0,4,126,40
08/03/2020,05/16/2020,"Health Region","Northern Region","Emergency Department",1309,8112,0,16,137,10
08/03/2020,03/21/2020,"Health Region","Southwest Region","Urgent Care",200,0,1744,11,0,0
08/03/2020,05/09/2020,"Health Region","Southwest Region","Urgent Care",47,0,956,5,0,0
08/03/2020,05/02/2020,"Health Region","Eastern Region","Emergency Department",691,10368,0,7,205,30
08/03/2020,08/01/2020,"Health Region","Northern Region","Urgent Care",1313,0,6066,22,0,0
08/03/2020,04/11/2020,"Health Region","Northwest Region","Urgent Care",99,0,1481,7,0,0
08/03/2020,05/30/2020,"Health Region","Northwest Region","Urgent Care",380,0,2174,17,0,0
08/03/2020,05/16/2020,"Health Region","Northwest Region","Urgent Care",333,0,1911,17,0,0
08/03/2020,06/13/2020,"Health Region","Northwest Region","Emergency Department",379,8128,0,5,118,31
08/03/2020,08/01/2020,"Health Region","Northwest Region","Emergency Department",451,9050,0,5,126,28
08/03/2020,06/27/2020,"Health Region","Central Region","Emergency Department",716,11669,0,6,268,37
08/03/2020,05/02/2020,"Health Region","Northern Region","Emergency Department",1493,7922,0,19,147,10
08/03/2020,07/18/2020,"Health Region","Northern Region","Urgent Care",2557,0,7475,34,0,0
08/03/2020,03/28/2020,"Health Region","Northwest Region","Urgent Care",161,0,1745,9,0,0
08/03/2020,03/07/2020,"Health Region","Southwest Region","Urgent Care",212,0,2596,8,0,0
08/03/2020,06/20/2020,"Health Region","Eastern Region","Emergency Department",525,13532,0,4,183,35
08/03/2020,03/14/2020,"Health Region","Northern Region","Emergency Department",1165,12640,0,9,69,6
08/03/2020,03/21/2020,"Health Region","Eastern Region","Emergency Department",1692,14983,0,11,248,15
08/03/2020,05/16/2020,"Health Region","Northwest Region","Emergency Department",604,6984,0,9,166,27
08/03/2020,04/04/2020,"Health Region","Southwest Region","Urgent Care",77,0,949,8,0,0
08/03/2020,03/14/2020,"Health Region","Central Region","Urgent Care",417,0,7210,6,0,0
08/03/2020,04/04/2020,"Health Region","Northern Region","Emergency Department",1004,6819,0,15,95,9
08/03/2020,06/20/2020,"Health Region","Northern Region","Urgent Care",2203,0,6192,36,0,0
08/03/2020,08/01/2020,"Health Region","Central Region","Emergency Department",872,12064,0,7,236,27
08/03/2020,03/14/2020,"Health Region","Central Region","Emergency Department",978,15865,0,6,192,20
08/03/2020,05/30/2020,"Health Region","Central Region","Urgent Care",1838,0,5755,32,0,0
08/03/2020,03/28/2020,"Health Region","Eastern Region","Urgent Care",384,0,5652,7,0,0
08/03/2020,06/06/2020,"Health Region","Eastern Region","Emergency Department",518,12700,0,4,211,41
08/03/2020,07/18/2020,"Health Region","Southwest Region","Emergency Department",606,9586,0,6,163,27
08/03/2020,05/23/2020,"Health Region","Eastern Region","Emergency Department",598,11710,0,5,216,36
08/03/2020,05/16/2020,"Health Region","Central Region","Urgent Care",1466,0,4999,29,0,0
08/03/2020,03/07/2020,"Health Region","Northwest Region","Urgent Care",262,0,3831,7,0,0
08/03/2020,07/18/2020,"Health Region","Central Region","Emergency Department",870,12097,0,7,261,30
08/03/2020,08/01/2020,"Health Region","Eastern Region","Urgent Care",1362,0,8581,16,0,0
08/03/2020,05/02/2020,"Health Region","Northwest Region","Emergency Department",633,6898,0,9,137,22
08/03/2020,05/09/2020,"Health Region","Northwest Region","Urgent Care",250,0,1727,14,0,0
08/03/2020,04/18/2020,"Health Region","Southwest Region","Urgent Care",47,0,811,6,0,0
08/03/2020,03/14/2020,"Health Region","Northwest Region","Emergency Department",774,11146,0,7,139,18
08/03/2020,06/27/2020,"Health Region","Northwest Region","Urgent Care",349,0,2464,14,0,0
08/03/2020,05/02/2020,"Health Region","Central Region","Emergency Department",647,8448,0,8,225,35
08/03/2020,04/18/2020,"Health Region","Northern Region","Urgent Care",355,0,2860,12,0,0
08/03/2020,06/06/2020,"Health Region","Southwest Region","Urgent Care",30,0,1330,2,0,0
08/03/2020,05/02/2020,"Health Region","Southwest Region","Urgent Care",33,0,883,4,0,0
08/03/2020,06/20/2020,"Health Region","Southwest Region","Urgent Care",35,0,1890,2,0,0
08/03/2020,05/16/2020,"Health Region","Central Region","Emergency Department",699,9336,0,7,300,43
08/03/2020,07/04/2020,"Health Region","Central Region","Emergency Department",709,11496,0,6,256,36
08/03/2020,08/01/2020,"Health Region","Central Region","Urgent Care",972,0,5889,17,0,0
08/03/2020,05/30/2020,"Health Region","Eastern Region","Urgent Care",1249,0,7116,18,0,0
08/03/2020,07/18/2020,"Health Region","Eastern Region","Urgent Care",2406,0,9986,24,0,0
08/03/2020,04/18/2020,"Health Region","Northwest Region","Emergency Department",599,6170,0,10,155,26
08/03/2020,07/04/2020,"Health Region","Northwest Region","Emergency Department",414,8338,0,5,140,34
08/03/2020,07/11/2020,"Health Region","Northwest Region","Urgent Care",428,0,2938,15,0,0
08/03/2020,05/16/2020,"Health Region","Eastern Region","Urgent Care",894,0,6213,14,0,0
08/03/2020,05/02/2020,"Health Region","Northern Region","Urgent Care",829,0,3562,23,0,0
08/03/2020,07/18/2020,"Health Region","Central Region","Urgent Care",1815,0,6731,27,0,0
08/03/2020,07/04/2020,"Health Region","Southwest Region","Urgent Care",80,0,1949,4,0,0
08/03/2020,04/04/2020,"Health Region","Eastern Region","Emergency Department",1130,10156,0,11,254,22
08/03/2020,04/25/2020,"Health Region","Northwest Region","Urgent Care",105,0,1446,7,0,0
08/03/2020,03/28/2020,"Health Region","Central Region","Urgent Care",154,0,3394,5,0,0
08/03/2020,03/14/2020,"Health Region","Eastern Region","Urgent Care",983,0,12420,8,0,0
08/03/2020,04/18/2020,"Health Region","Northern Region","Emergency Department",1110,6627,0,17,121,11
08/03/2020,07/04/2020,"Health Region","Northern Region","Urgent Care",2269,0,6924,33,0,0
08/03/2020,07/18/2020,"Health Region","Northwest Region","Emergency Department",519,8796,0,6,154,30
08/03/2020,06/06/2020,"Health Region","Northern Region","Emergency Department",765,8269,0,9,82,11
08/03/2020,07/25/2020,"Health Region","Eastern Region","Emergency Department",1862,16089,0,12,327,18
08/03/2020,03/14/2020,"Health Region","Southwest Region","Emergency Department",722,11678,0,6,166,23
08/03/2020,05/02/2020,"Health Region","Southwest Region","Emergency Department",351,7033,0,5,147,42
08/03/2020,07/04/2020,"Health Region","Southwest Region","Emergency Department",481,9321,0,5,140,29
08/03/2020,06/20/2020,"Health Region","Northern Region","Emergency Department",526,8279,0,6,67,13
08/03/2020,05/16/2020,"Health Region","Southwest Region","Emergency Department",320,7466,0,4,140,44
08/03/2020,05/23/2020,"Health Region","Northwest Region","Urgent Care",374,0,2080,18,0,0
08/03/2020,06/20/2020,"Health Region","Central Region","Urgent Care",1959,0,6474,30,0,0
08/03/2020,04/18/2020,"Health Region","Eastern Region","Urgent Care",138,0,4585,3,0,0
08/03/2020,07/11/2020,"Health Region","Northern Region","Emergency Department",614,9151,0,7,68,11
08/03/2020,06/27/2020,"Health Region","Eastern Region","Emergency Department",609,14183,0,4,225,37
08/03/2020,04/04/2020,"Health Region","Central Region","Emergency Department",848,8312,0,10,268,32
08/03/2020,07/04/2020,"Health Region","Eastern Region","Urgent Care",1967,0,9062,22,0,0
08/03/2020,04/04/2020,"Health Region","Northwest Region","Emergency Department",659,6226,0,11,161,24
08/03/2020,05/16/2020,"Health Region","Southwest Region","Urgent Care",44,0,967,5,0,0
08/03/2020,06/20/2020,"Health Region","Eastern Region","Urgent Care",1248,0,7538,17,0,0
08/03/2020,03/21/2020,"Health Region","Northwest Region","Emergency Department",991,8683,0,11,162,16
08/03/2020,06/06/2020,"Health Region","Southwest Region","Emergency Department",358,8476,0,4,141,39
08/03/2020,06/06/2020,"Health Region","Central Region","Emergency Department",750,10395,0,7,296,39
08/03/2020,05/09/2020,"Health Region","Northern Region","Urgent Care",1102,0,3995,28,0,0
08/03/2020,04/25/2020,"Health Region","Eastern Region","Emergency Department",736,10264,0,7,240,33
08/03/2020,06/06/2020,"Health Region","Northwest Region","Urgent Care",308,0,2231,14,0,0
08/03/2020,05/09/2020,"Health Region","Northern Region","Emergency Department",1562,8163,0,19,192,12
08/03/2020,07/25/2020,"Health Region","Northwest Region","Urgent Care",330,0,2731,12,0,0
08/03/2020,06/20/2020,"Health Region","Central Region","Emergency Department",670,10861,0,6,272,41
08/03/2020,04/04/2020,"Health Region","Northern Region","Urgent Care",300,0,3044,10,0,0
08/03/2020,06/20/2020,"Health Region","Northwest Region","Emergency Department",364,8033,0,5,98,27
08/03/2020,03/21/2020,"Health Region","Northwest Region","Urgent Care",187,0,2509,7,0,0
08/03/2020,03/07/2020,"Health Region","Northern Region","Emergency Department",690,12717,0,5,71,10
08/03/2020,05/23/2020,"Health Region","Northern Region","Urgent Care",2124,0,5376,40,0,0
08/03/2020,04/04/2020,"Health Region","Southwest Region","Emergency Department",541,6178,0,9,151,28
08/03/2020,03/21/2020,"Health Region","Northern Region","Emergency Department",1412,10266,0,14,67,5
08/03/2020,03/14/2020,"Health Region","Southwest Region","Urgent Care",241,0,2342,10,0,0
08/03/2020,03/07/2020,"Health Region","Eastern Region","Emergency Department",1058,18689,0,6,233,22
08/03/2020,06/06/2020,"Health Region","Northern Region","Urgent Care",2202,0,5987,37,0,0
08/03/2020,07/25/2020,"Health Region","Northern Region","Urgent Care",1618,0,6437,25,0,0
08/03/2020,04/04/2020,"Health Region","Northwest Region","Urgent Care",133,0,1585,8,0,0
08/03/2020,06/06/2020,"Health Region","Northwest Region","Emergency Department",461,7704,0,6,142,31
08/03/2020,07/25/2020,"Health Region","Northwest Region","Emergency Department",477,8765,0,5,133,28
08/03/2020,05/02/2020,"Health Region","Central Region","Urgent Care",749,0,3981,19,0,0
08/03/2020,06/06/2020,"Health Region","Eastern Region","Urgent Care",1144,0,7128,16,0,0
08/03/2020,05/23/2020,"Health Region","Northern Region","Emergency Department",1297,8135,0,16,153,12
08/03/2020,05/09/2020,"Health Region","Eastern Region","Emergency Department",606,11036,0,5,215,35
08/03/2020,05/23/2020,"Health Region","Northwest Region","Emergency Department",656,7523,0,9,162,25
08/03/2020,03/28/2020,"Health Region","Southwest Region","Urgent Care",136,0,1108,12,0,0
08/03/2020,04/18/2020,"Health Region","Southwest Region","Emergency Department",392,6237,0,6,156,40
08/03/2020,07/04/2020,"Health Region","Central Region","Urgent Care",1630,0,6380,26,0,0
08/03/2020,07/11/2020,"Health Region","Eastern Region","Emergency Department",1392,16558,0,8,258,19
08/03/2020,04/18/2020,"Health Region","Central Region","Emergency Department",636,7861,0,8,253,40
08/03/2020,03/21/2020,"Health Region","Northern Region","Urgent Care",393,0,5200,8,0,0
08/03/2020,03/07/2020,"Health Region","Northern Region","Urgent Care",656,0,9520,7,0,0
08/03/2020,05/02/2020,"Health Region","Eastern Region","Urgent Care",543,0,5347,10,0,0
08/03/2020,07/18/2020,"Health Region","Southwest Region","Urgent Care",169,0,2658,6,0,0
08/03/2020,04/18/2020,"Health Region","Central Region","Urgent Care",245,0,2984,8,0,0
08/03/2020,07/25/2020,"Health Region","Northern Region","Emergency Department",540,8943,0,6,66,12
08/03/2020,05/30/2020,"Health Region","Southwest Region","Urgent Care",30,0,1140,3,0,0
08/03/2020,06/20/2020,"Health Region","Southwest Region","Emergency Department",382,8783,0,4,133,35
08/03/2020,04/04/2020,"Health Region","Eastern Region","Urgent Care",207,0,4825,4,0,0
08/03/2020,08/01/2020,"Health Region","Southwest Region","Urgent Care",144,0,2586,6,0,0
08/03/2020,05/23/2020,State,Virginia,"Urgent Care",5418,0,20616,26,0,0
08/03/2020,07/25/2020,State,Virginia,"Urgent Care",4757,0,26819,18,0,0
08/03/2020,06/13/2020,State,Virginia,"Emergency Department",2474,50295,0,5,798,32
08/03/2020,04/11/2020,State,Virginia,"Emergency Department",3821,36310,0,11,954,25
08/03/2020,05/30/2020,State,Virginia,"Emergency Department",3210,47365,0,7,893,28
08/03/2020,03/28/2020,State,Virginia,"Emergency Department",4955,44246,0,11,933,19
08/03/2020,04/04/2020,State,Virginia,"Urgent Care",810,0,13406,6,0,0
08/03/2020,08/01/2020,State,Virginia,"Emergency Department",4226,55584,0,8,912,22
08/03/2020,06/06/2020,State,Virginia,"Urgent Care",5573,0,22685,25,0,0
08/03/2020,03/21/2020,State,Virginia,"Urgent Care",1769,0,22240,8,0,0
08/03/2020,07/04/2020,State,Virginia,"Emergency Department",3170,53044,0,6,829,26
08/03/2020,03/07/2020,State,Virginia,"Urgent Care",2508,0,36064,7,0,0
08/03/2020,05/02/2020,State,Virginia,"Emergency Department",3815,40669,0,9,861,23
08/03/2020,07/18/2020,State,Virginia,"Emergency Department",4325,56564,0,8,979,23
08/03/2020,05/16/2020,State,Virginia,"Emergency Department",3499,43204,0,8,946,27
08/03/2020,04/25/2020,State,Virginia,"Urgent Care",1710,0,13979,12,0,0
08/03/2020,07/11/2020,State,Virginia,"Urgent Care",7429,0,29743,25,0,0
08/03/2020,03/14/2020,State,Virginia,"Emergency Department",4995,70190,0,7,804,16
08/03/2020,05/09/2020,State,Virginia,"Urgent Care",3242,0,17012,19,0,0
08/03/2020,06/27/2020,State,Virginia,"Urgent Care",6013,0,24840,24,0,0
08/03/2020,06/13/2020,State,Virginia,"Urgent Care",5470,0,24260,23,0,0
08/03/2020,04/18/2020,State,Virginia,"Emergency Department",3431,36382,0,9,907,26
08/03/2020,04/11/2020,State,Virginia,"Urgent Care",808,0,12870,6,0,0
08/03/2020,06/20/2020,State,Virginia,"Emergency Department",2467,49488,0,5,753,31
08/03/2020,03/28/2020,State,Virginia,"Urgent Care",1151,0,15591,7,0,0
08/03/2020,08/01/2020,State,Virginia,"Urgent Care",4103,0,25852,16,0,0
08/03/2020,03/14/2020,State,Virginia,"Urgent Care",2569,0,34530,7,0,0
08/03/2020,06/06/2020,State,Virginia,"Emergency Department",2852,47544,0,6,872,31
08/03/2020,05/30/2020,State,Virginia,"Urgent Care",5871,0,22049,27,0,0
08/03/2020,03/21/2020,State,Virginia,"Emergency Department",6297,55489,0,11,875,14
08/03/2020,04/04/2020,State,Virginia,"Emergency Department",4182,37691,0,11,929,22
08/03/2020,07/25/2020,State,Virginia,"Emergency Department",4351,55063,0,8,925,21
08/03/2020,04/18/2020,State,Virginia,"Urgent Care",890,0,12655,7,0,0
08/03/2020,03/07/2020,State,Virginia,"Emergency Department",3695,70147,0,5,835,23
08/03/2020,07/18/2020,State,Virginia,"Urgent Care",7463,0,29790,25,0,0
08/03/2020,06/20/2020,State,Virginia,"Urgent Care",5769,0,24590,23,0,0
08/03/2020,05/02/2020,State,Virginia,"Urgent Care",2365,0,15409,15,0,0
08/03/2020,05/16/2020,State,Virginia,"Urgent Care",4356,0,18558,23,0,0
08/03/2020,07/04/2020,State,Virginia,"Urgent Care",6310,0,27022,23,0,0
08/03/2020,04/25/2020,State,Virginia,"Emergency Department",3627,38563,0,9,878,24
08/03/2020,05/09/2020,State,Virginia,"Emergency Department",3910,42325,0,9,1098,28
08/03/2020,06/27/2020,State,Virginia,"Emergency Department",2695,52461,0,5,845,31
08/03/2020,05/23/2020,State,Virginia,"Emergency Department",3688,45243,0,8,1012,27
08/03/2020,07/11/2020,State,Virginia,"Emergency Department",3947,56858,0,7,924,23
08/10/2020,07/18/2020,"Health Region","Eastern Region","Emergency Department",1740,16994,0,10,326,19
08/10/2020,07/11/2020,"Health Region","Central Region","Urgent Care",1875,0,6781,28,0,0
08/10/2020,07/25/2020,"Health Region","Eastern Region","Urgent Care",1480,0,8747,17,0,0
08/10/2020,04/25/2020,"Health Region","Northwest Region","Emergency Department",565,6586,0,9,151,27
